animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
dog,"bone pain, pathological fracture at radius, osteosarcoma suspected, elevated ALP",Osteosarcoma (Appendicular),Neoplastic,"Amputation + Carboplatin 300mg/m² q3wks, Palliative radiation if amputation declined, Carprofen + Tramadol pain management",,
dog,"acute collapse, dark red brick-colored urine, recent NSAID use, intravascular hemolysis on blood smear",Heinz Body Hemolytic Anemia,Hematological/Toxicological,"Discontinue offending drug, Blood transfusion if severe, Prednisolone, N-acetylcysteine, IV fluids, Ascorbic acid",Remove the animal from the source; do NOT induce vomiting unless advised by a vet; keep calm and transport to a clinic immediately.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Corticosteroid therapy (e.g., Prednisolone); Vitamin C supplementation; Blood product transfusion therapy. Final selection based on clinical assessment."
dog,"diabetic dog with recurring skin infections, poor healing wounds, urinary infections, thin skin",Diabetes-Associated Immunosuppression,Endocrine,"Optimize insulin control, Culture-guided antibiotics, Chlorhexidine skin care, Urinary antiseptics, Zinc supplementation","If conscious, offer a small amount of food or glucose gel on gums; monitor closely; contact vet urgently.",Antiserum therapy; Insulin therapy (based on blood glucose monitoring); Broad-spectrum antibiotic therapy (based on culture and sensitivity). Final selection based on clinical assessment.
dog,"chronic renal disease with anemia of CKD, Epo resistance, repeated transfusions needed",Anemia of CKD - EPO Resistant,Renal/Hematological,"Darbepoetin 1mcg/kg SC monthly, Iron sucrose IV, Address iron deficiency, Adequate dialysis if available",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Iron supplementation therapy. Final selection based on clinical assessment.
dog,"loss of pigment on nose (snow nose), seasonal variation, no lesions, Siberian Husky or Labrador",Snow Nose (Nasal Depigmentation),Dermatological,"Benign - no treatment needed, Sun protection recommended, Rule out DLE or pemphigus with biopsy if persistent",,
dog,"drooling, reluctance to eat, foul mouth odor, dog reacting to tooth brushing, brown-yellow teeth",Dental Calculus with Gingivitis,Dental,"Professional dental cleaning under GA, Home tooth brushing daily, Enzymatic toothpaste, Dental chews, Water additives",Offer soft food only; rinse the mouth with clean water if possible; prevent chewing on hard objects.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cat,"persistent fever despite antibiotics for 2 weeks, elevated globulins, hypergammaglobulinemia, young cat",FIP (Early Suspect),Viral (Coronavirus),"GS-441524 empirical trial 6mg/kg SID, Prednisolone 1mg/kg, Monitor response weekly, PCR on effusion if available",,
cat,"chronic IBD cat needing life-long prednisolone, developing iatrogenic Cushing's symptoms",Iatrogenic Hyperadrenocorticism (Cat),Endocrine/Iatrogenic,"Switch to Budesonide 1mg/cat SID (less systemic), Alternate day prednisolone, Investigate steroid-sparing agents, Chlorambucil",,
cat,"acute renal failure in previously healthy cat, suspected lily toxicity, anuric, creatinine 800+",Acute Renal Failure (Lily Toxicity),Renal/Toxicological,"Aggressive IV fluids (twice maintenance), Furosemide 2mg/kg IV, Mannitol 0.25g/kg, Peritoneal dialysis, Hemodialysis",,
cat,"recurrent facial pruritus in cat on methimazole, drug reaction causing skin lesions and excoriation",Methimazole Drug Reaction,Drug Reaction/Dermatological,"Discontinue methimazole, Switch to transdermal carbimazole or Hills y/d diet, Prednisolone short course, Referral for I-131",Prevent licking or scratching with a cone collar; keep the area clean and dry; trim fur around lesions if accessible.,"Corticosteroid therapy (e.g., Prednisolone); Thyroid hormone therapy (e.g., Methimazole). Final selection based on clinical assessment."
cat,"cat losing vision gradually, pupils widely dilated, hypertensive retinopathy, systolic BP 220",Hypertensive Blindness,Cardiovascular/Ophthalmological,"Amlodipine 1.25mg SID EMERGENCY, Telmisartan 2mg/kg, Treat underlying CKD/Hyperthyroid, Recheck BP in 1 week, Some vision may return",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
cat,"cat with stiff neck, photophobia, fever, raised cerebrospinal fluid protein, CSF pleocytosis",Meningitis (Cat),Neurological/Bacterial,"Dexamethasone 0.25mg/kg IV, Amoxicillin 20mg/kg TID, Enrofloxacin 5mg/kg, Mannitol for raised ICP, Analgesics",,
cat,"young cat with polycythemia, dark red gums, seizures, hyperviscosity syndrome",Secondary Polycythemia,Hematological,"Phlebotomy to reduce PCV <55%, Hydroxyurea 25mg/kg EOD, IV fluids to lower viscosity, Investigate cause (cardiac/renal/tumor)",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate). Final selection based on clinical assessment."
cat,"diabetic cat showing hypoglycemia, weakness, seizures, glucose 40 mg/dL after too much insulin",Insulin-Induced Hypoglycemia,Endocrine,"Karo syrup or glucose gel on gums, Dextrose 50% IV if severe, Reduce insulin dose 25%, Feed immediately, Monitor glucose",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,Insulin therapy (based on blood glucose monitoring). Final selection based on clinical assessment.
cat,"cat with hereditary polycystic kidney disease (PKD), Persian breed, multiple cysts on ultrasound",Polycystic Kidney Disease (PKD),Renal/Genetic,"Renal supportive care (as for CKD), Sub-Q fluids, Benazepril, Renal diet, Genetic screening of breeding cats",,
cat,"progressive ataxia in young cat, storage disease suspected, MRI showing cerebellar changes",Lysosomal Storage Disease (GM2 Gangliosidosis),Neurological/Genetic,"No cure, Supportive care, Manage seizures with Phenobarbital, Genetic counseling, Prognosis grave",,
cat,"severe protein-losing nephropathy, ascites, peripheral edema, hypoalbuminemia, amyloidosis suspected",Renal Amyloidosis (Cat),Renal,"Colchicine 0.03mg/kg SID (slow progression), DMSO, Supportive CKD management, Sub-Q fluids, Low-protein diet, Poor prognosis",,
cat,"cat returned from outdoor adventure with multiple thorn-embedded wounds, swelling limb, cellulitis",Penetrating Wound Cellulitis,Bacterial,"Surgical exploration and wound flush, Amoxicillin-Clavulanate 12.5mg/kg BID, Bandaging, Elizabethan collar, Drain placement",Apply firm direct pressure with a clean cloth; elevate the limb if possible; do not remove embedded objects.,"Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"chronic cough in older cat, no asthma response, lung nodule on X-ray, primary lung tumor",Pulmonary Adenocarcinoma,Neoplastic/Respiratory,"Surgical lobectomy if single lobe, Prednisolone palliative, Doxorubicin, CT scan for staging, Pain management","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment); Chemotherapy protocol (based on oncology assessment). Final selection based on clinical assessment."
cat,"weakness, anorexia, icterus, elevated ALT/AST, young cat exposed to blue-green algae",Hepatotoxicosis (Algae/Toxin),Toxicological/Hepatic,"SAMe 90mg/cat SID, Milk thistle silymarin, N-acetylcysteine, Ursodiol 15mg/kg SID, IV fluids, Lactulose for encephalopathy",,
cat,"cat chewing on lilies then vomiting, lily identified from photos, within 2hr window",Lily Ingestion (Early),Toxicological/Renal,"Induce emesis (Hydrogen peroxide NOT safe in cats - use dexmedetomidine), Activated charcoal, IV fluids start immediately, Monitor creatinine q24hr",,
cat,"behavioral changes, house soiling, increased vocalization at night, confusion, 17-year-old cat",Feline Cognitive Dysfunction Syndrome,Neurological/Geriatric,"Selegiline (Anipryl) 0.5mg/kg SID, Omega-3 DHA, Environmental enrichment, Night lights, Zylkene (alpha-casozepine), SAMe",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,Iron supplementation therapy. Final selection based on clinical assessment.
cat,"recurrent corneal erosions, squinting, pawing at eye, superficial ulcers not healing despite treatment",Spontaneous Chronic Corneal Epithelial Defect (SCCED),Ophthalmological,"Diamond burr debridement, Grid keratotomy, Serum drops QID, Tobramycin QID, Soft contact lens bandage, Cyclosporine",,
cat,"FeLV-positive cat with vaccine-associated fibrosarcoma at prior injection site, ulcerated growing mass",Vaccine-Associated Sarcoma,Neoplastic,"Radical excision (5cm margins), Radiation pre/post-op, Doxorubicin + Cyclophosphamide, Carboplatin adjuvant","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).",Chemotherapy protocol (based on oncology assessment); Radiation therapy (based on oncology assessment). Final selection based on clinical assessment.
cat,"wheezing and labored breathing in overweight cat, no response to Albuterol, CT shows mediastinal mass",Mediastinal Lymphoma,Neoplastic/Respiratory,"CHOP protocol, Prednisolone 2mg/kg SID, L-asparaginase initial, Thoracocentesis PRN, Cyclophosphamide","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Corticosteroid therapy (e.g., Prednisolone); Chemotherapy protocol (based on oncology assessment). Final selection based on clinical assessment."
cat,"ear haematoma, swollen ear flap full of blood, shaking head, underlying ear disease",Aural Hematoma,Traumatic/Vascular,"Surgical drainage and suturing (quilting sutures), Treat underlying otitis, Prednisolone 1mg/kg SID, Recurrence prevention",Apply gentle direct pressure to any bleeding wound with a clean cloth; immobilise injured limb; keep warm and still during transport.,"Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
dog,"parvovirus post-recovery diarrhea, microbiome disruption, watery stool continuing 2 weeks post-treatment",Post-Parvovirus Dysbiosis,GI/Post-infectious,"Probiotics (FortiFlora), Metronidazole 10mg/kg BID, Bland diet (boiled chicken + rice), Fecal transplant option",Isolate immediately; keep warm with blankets; offer small amounts of electrolyte water (no food); prevent contact with other dogs.,"Antimicrobial therapy (e.g., Metronidazole). Final selection based on clinical assessment."
dog,"granulomatous meningoencephalitis (GME), progressive neurological signs, CSF pleocytosis, MRI lesions",Granulomatous Meningoencephalitis,Immune-mediated/Neurological,"Prednisolone 4mg/kg SID, Cytarabine 200mg/m² q6hr x 4 doses q3wks, Lomustine 60mg/m², Cyclosporine, Radiation",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Corticosteroid therapy (e.g., Prednisolone); Chemotherapy protocol (based on oncology assessment); Radiation therapy (based on oncology assessment). Final selection based on clinical assessment."
cat,"cat with suspected FeLV presenting with anterior mediastinal mass, difficulty breathing, young adult",Thymic Lymphoma,Neoplastic/Respiratory,"Thoracocentesis, Prednisolone 2mg/kg SID, CHOP or COP protocol, L-asparaginase, Consider FeLV management","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
dog,"splenomegaly found on routine exam, massive extramedullary hematopoiesis, no obvious illness",Benign Splenomegaly,GI/Hematological,"Splenectomy if causing discomfort or >50% body weight, Monitor by ultrasound q3 months if small, Blood work quarterly",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cat,"cat with severe mucoid diarrhea, chronic, weight loss, positive Tritrichomonas foetus PCR",Tritrichomonosis,Parasitic (Protozoan),"Ronidazole 30mg/kg SID x 14 days, High-digestibility diet, Probiotic, Retest PCR at 4 weeks",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"rapidly progressive polyneuropathy, extreme weakness all limbs, electrodiagnostic: demyelination pattern",Coonhound Paralysis / Polyradiculoneuritis,Immune-mediated/Neurological,"Supportive care, Physical therapy, Bladder management, Time (recovery 2-4 months), No specific treatment proven",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cat,"chronic eye discharge and conjunctivitis since kittenhood, Chlamydia felis PCR positive",Chlamydiosis (Cat),Bacterial,"Doxycycline 10mg/kg SID x 4 weeks, Tetracycline eye ointment TID, Treat all cats in household, Vaccination available",,
dog,"episodic collapse, weakness, exercise-induced, border collie or cocker spaniel, low glucose after exercise",Insulinoma,Endocrine/Neoplastic,"Prednisolone 0.5mg/kg BID, Diazoxide 5mg/kg BID, Feed high-protein low-carb diet multiple times, Surgical tumor removal","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"muscle wasting, weakness in Burmese cat, episodic collapse, low potassium confirmed",Hypokalemic Polymyopathy (Burmese),Metabolic/Muscular,"Potassium gluconate 5-8mEq/day oral, Potassium chloride SC if severe, Identify cause, Dietary increase in potassium",,
dog,"myasthenia gravis, mega-esophagus, episodic weakness worsening with activity, acetylcholine receptor antibody positive",Myasthenia Gravis,Immune-mediated/Neuromuscular,"Pyridostigmine 0.5-3mg/kg BID, Prednisolone after 2 weeks, Bailey chair upright feeding, Treat aspiration pneumonia",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cat,"post-trauma with suspected internal injuries, acute abdomen, pale gums, no obvious external wounds",Hemoabdomen (Cat),Traumatic/Emergency,"IV fluids and blood transfusion, Abdominal ultrasound FAST scan, Emergency exploratory laparotomy, Pain management Buprenorphine",,
dog,"dilated anus, fecal incontinence, anal sphincter laxity, history of trauma or surgery in perineal area",Fecal Incontinence,Neurological/Surgical,"Dietary fiber to firm stools, Phenylpropanolamine if neurogenic, Sphincter reconstruction surgery if structural, Hygiene management",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cat,"swollen painless lymph nodes in neck region, young cat, outdoor access, cat scratch disease suspected",Cat Scratch Disease (Bartonella),Bacterial,"Azithromycin 5mg/kg SID x 5 days, Doxycycline 10mg/kg BID if lymph node abscess, Self-limiting in most cases",,
dog,"paw swollen between toes, draining tract, corn-like growth on pad, foreign body suspected",Interdigital Furunculosis / Foreign Body,Bacterial/Foreign Body,"Explore and remove foreign body (grass awn), Cephalexin 22mg/kg BID, Chlorhexidine soak, Surgical exploration if tract",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Cephalosporin antibiotic therapy (e.g., Cephalexin); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"excessive thirst, dilute urine, no glucose in urine, pituitary or nephrogenic diabetes insipidus",Diabetes Insipidus (Cat),Endocrine,"Desmopressin (DDAVP) nasal drops in conjunctival sac, Water always available, Investigate central vs nephrogenic, Low-sodium diet",,
dog,"sudden severe pruritus, hives covering entire body, angioedema, vaccine given 20 minutes ago",Vaccine-Associated Hypersensitivity,Allergic/Immune,"Epinephrine 0.01mg/kg IM, Diphenhydramine 2mg/kg IV, Dexamethasone 0.1mg/kg, Monitor in clinic 30-60min post-vaccine",Remove suspected allergen from environment; prevent scratching or rubbing; apply a cool (not cold) compress to swollen areas.,"Corticosteroid therapy (e.g., Prednisolone); Antihistamine therapy (e.g., Diphenhydramine); Emergency vasopressor therapy (e.g., Epinephrine). Final selection based on clinical assessment."
cat,"progressive weakness, fainting, bradycardia <80 bpm, weak femoral pulse, advanced HCM",End-Stage HCM with Heart Block,Cardiac,"Pacemaker implantation (if AV block), Furosemide, Clopidogrel, Atenolol with extreme caution, Pimobendan",Keep the animal calm and restrict movement; avoid stress; monitor breathing and gum colour; transport in a carrier.,"Diuretic therapy (e.g., Furosemide); Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
dog,"bone marrow failure, pancytopenia (low RBC/WBC/platelets), suspected aplastic anemia after drug exposure",Aplastic Anemia,Hematological/Immune,"Withdraw offending drug, Cyclosporine 10mg/kg BID, G-CSF (Filgrastim), Prednisolone, Bone marrow transfusion",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cat,"regurgitation of ingested hair ties and rubber bands, foreign body, linear foreign body risk",GI Foreign Body (Linear),Gastrointestinal/Surgical,"Endoscopy if early, Exploratory laparotomy if intestinal, IV fluids, Buprenorphine, Post-op metronidazole, Prevent access to foreign bodies",,
dog,"hypertension with papilledema, optic disc swelling, progressive visual changes, suspected renovascular",Renovascular Hypertension,Cardiovascular/Renal,"Amlodipine 0.1mg/kg SID, Benazepril 0.5mg/kg SID, Investigate renal artery stenosis, Telmisartan, Manage CKD",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
cat,"crusting on ear tips and face, fly-strike lesions, outdoor white cat, solar damage",Solar (Actinic) Dermatitis,Dermatological/Sun-induced,"Sunscreen (zinc-free pet-safe), Keep indoors, Prednisolone for flare, Squamous cell carcinoma risk if chronic, Ear tip resection",,
dog,"chronic nasal discharge without infection, pale watery discharge, sneezing, idiopathic rhinitis",Idiopathic Lymphoplasmacytic Rhinitis,Inflammatory/Respiratory,"Prednisolone 1mg/kg SID, Azathioprine adjunct, Doxycycline trial, Antihistamines, Humidification, Nasal flush",Keep the animal in fresh air; minimise excitement; keep upright if breathing is laboured; do not muzzle.,"Tetracycline antibiotic therapy (e.g., Doxycycline); Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cat,"multifocal neurological signs, seizures, uveitis, positive coronavirus antibody, wet form transition",FIP Transitioning Wet to Dry,Viral (Coronavirus),"GS-441524 dose escalation, Prednisolone 2mg/kg, Topical dexamethasone for uveitis, Extend treatment to 16 weeks minimum",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
dog,"severe anaphylaxis to wasp venom, previously stung and sensitized, epipen prescribed for owner",Recurrent Anaphylaxis (Venom Allergy),Allergic,"Venom immunotherapy (desensitization injections), Epinephrine autoinjector for owner, Diphenhydramine, Medical alert tag",,
cat,"cat on long-term cyclosporine, developing polyuria/polydipsia, elevated creatinine, nephrotoxicity",Cyclosporine-Induced Nephrotoxicity,Renal/Iatrogenic,"Reduce cyclosporine dose or switch to chlorambucil, Monitor creatinine monthly, Sub-Q fluids, Benazepril",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
dog,"dog biting constantly at hindquarters and spinning, tail chasing, anxiety, possible anal gland cause",Anal Gland Impaction with Secondary Behavioral Issues,Glandular/Behavioral,"Express anal glands, Fluoxetine 1mg/kg SID if behavioral component, High-fiber diet, Weight loss, Anal gland flush",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"skin turning black and thickened in groin area, acanthosis nigricans, dachshund breed, secondary to allergy",Acanthosis Nigricans,Dermatological,"Treat underlying allergy, Vitamin E cream topical, Melatonin 3mg SID, Weight management, Omega-3 supplementation",Prevent licking or scratching with a cone collar; keep the area clean and dry; trim fur around lesions if accessible.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"sudden right-sided weakness, falling to right, ataxia, Horner's syndrome same side, brainstem lesion",Brainstem Stroke,Neurological,"Mannitol 0.5g/kg IV, Prednisolone, Address vascular risk factors (hypertension), Supportive rehab, Physiotherapy",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
dog,"esophageal stricture after foreign body or pill injury, regurgitation of solid food, eats liquids fine",Esophageal Stricture,GI/Mechanical,"Balloon dilation endoscopy, Prednisolone to prevent re-stricture, Omeprazole, Soft/liquid diet, Sildenafil",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Gastro-protective therapy (e.g., Omeprazole, Sucralfate). Final selection based on clinical assessment."
dog,"post-operative swelling, incision opened, infection signs, dehiscence after abdominal surgery",Wound Dehiscence/Infection,Surgical/Bacterial,"Wound revision and closure, Culture-guided antibiotics, Daily Chlorhexidine flush, Elizabethan collar, Vacuum-assisted closure",Apply firm direct pressure with a clean cloth; elevate the limb if possible; do not remove embedded objects.,Broad-spectrum antibiotic therapy (based on culture and sensitivity). Final selection based on clinical assessment.
dog,"young bulldog with exercise intolerance, fainting, harsh heart murmur, pulmonary stenosis on echo",Pulmonic Stenosis,Cardiac/Congenital,"Balloon valvuloplasty (interventional cardiology), Atenolol 0.5-1mg/kg BID pre-op, Repeat echo post-procedure",Keep the animal calm and restrict movement; avoid stress; monitor breathing and gum colour; transport in a carrier.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
dog,"bloody vaginal discharge, weight loss, mammary tumors, no spay, suspected brucellosis or cancer",Vaginal Tumor / Transmissible Venereal Tumor,Neoplastic,"Vincristine 0.5mg/m² IV weekly x 4-6 doses, Spay, Amoxicillin if secondary infection, Doxorubicin if resistant","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate); Chemotherapy protocol (based on oncology assessment). Final selection based on clinical assessment."
dog,"sudden deafness in older dog after severe ear infection, otitis media complication, negative response to sounds",Deafness from Otitis Media,Otological,"Treat underlying otitis, Prednisolone 1mg/kg tapering, TECA-LBO surgery, BAER testing to assess hearing",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
dog,"episodic regurgitation, food unchanged in form (not vomit), happens immediately after eating",Regurgitation from Esophageal Disease,GI,"Investigate cause: Megaesophagus vs stricture vs PRAA, Cisapride 0.5mg/kg TID, Omeprazole, Upright feeding",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Gastro-protective therapy (e.g., Omeprazole, Sucralfate). Final selection based on clinical assessment."
dog,"dry cracked bleeding nose, loss of normal cobblestone texture, hyperkeratosis, cocker or Labrador",Nasal Hyperkeratosis,Dermatological,"Petroleum jelly topical BID, Moisturizing balm (Musher's Secret), Retinoids, Investigate pemphigus or distemper",Prevent licking or scratching with a cone collar; keep the area clean and dry; trim fur around lesions if accessible.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"demodicosis in adult dog triggering immune workup, newly starting immunosuppressive drugs causing reactivation",Adult-Onset Demodicosis,Parasitic/Immune-mediated,"Bravecto (Fluralaner) 25mg/kg, Sarolaner, Investigate and treat underlying immunosuppression, Chlorhexidine shampoo",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cat,"large volume pleural effusion on both sides, no cardiac disease found, chylous fluid, increased lymphocytes",Idiopathic Chylothorax,Respiratory/Lymphatic,"Thoracocentesis repeated, Rutin 50mg/kg TID, Low-fat diet, Thoracic duct ligation surgery, Cisterna chyli ablation",Keep the animal in fresh air; minimise excitement; keep upright if breathing is laboured; do not muzzle.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cat,"chronic intermittent vomiting every 2-3 days for years, hairballs excluded, gastric motility issue",Gastric Motility Disorder,GI,"Metoclopramide 0.2mg/kg TID, Cisapride 2.5mg/cat TID, Small frequent meals, Low-fat diet, Mirtazapine appetite stimulant",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Antiemetic therapy (e.g., Maropitant, Ondansetron). Final selection based on clinical assessment."
cat,"recurrent urethral obstruction despite PU surgery, urethral stricture formation post-op",Post-PU Stricture,Urological/Surgical,"Urethral dilation, Revision surgery, Prednisolone short course post-op, Urinary diet, Prazosin long-term",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"progressive hindlimb weakness in Scottish Fold cat, joint disease, fused tail, osteochondrodysplasia",Osteochondrodysplasia (Scottish Fold),Orthopedic/Genetic,"Meloxicam 0.05mg/kg SID, Gabapentin 5mg/kg BID, Pain management lifelong, Do not breed Scottish Fold cats",,
cat,"cat developing ascites weeks after starting prednisolone, protein-losing nephropathy from steroid",Steroid-Induced Nephropathy,Renal/Iatrogenic,"Reduce prednisolone to minimum, Switch to budesonide, Benazepril, Sub-Q fluids, Monitor protein:creatinine ratio",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Cardiovascular therapy (e.g., Pimobendan, Enalapril). Final selection based on clinical assessment."
cat,"anorexia and vomiting in cat known to have IBD on treatment, now relapsing, weight dropped 1kg in 2 weeks",IBD Relapse,GI/Immune-mediated,"Double prednisolone dose temporarily, Add chlorambucil 2mg/cat EOD, Cobalamin injection, Mirtazapine, Feeding tube if needed",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Vitamin B supplementation. Final selection based on clinical assessment."
cat,"neurological signs in cat 3 days after rabies vaccination, facial nerve paralysis, paresis",Post-Vaccine Encephalitis,Neurological/Immune-mediated,"Prednisolone 2mg/kg SID, Supportive care, Report adverse reaction, Recovery variable",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cat,"cat with hyperthyroidism started I-131 treatment, now in hospital, radiation safety protocol",Post-Radioiodine Management,Endocrine,"Radiation safety precautions (isolation), Methimazole bridge if needed, Monitor T4 at 1-3 months, Renal monitoring",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Thyroid hormone therapy (e.g., Methimazole); Radiation therapy (based on oncology assessment). Final selection based on clinical assessment."
cat,"blood glucose 50mg/dL on routine check in non-diabetic cat, possible insulinoma or hepatic issue",Hypoglycemia Workup,Metabolic,"Dextrose IV if symptomatic, Investigate liver disease and insulinoma, Abdominal ultrasound, Prednisone trial, Diazoxide",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,"Corticosteroid therapy (e.g., Prednisolone); Insulin therapy (based on blood glucose monitoring). Final selection based on clinical assessment."
cat,"cat recently started on atenolol for HCM, now bradycardic HR 90, hypotensive, lethargic",Bradycardia from Atenolol,Cardiac/Iatrogenic,"Reduce atenolol dose to 3.125mg SID, Monitor ECG, Atropine 0.02mg/kg if severe bradycardia, Diltiazem alternative",Keep the animal calm and restrict movement; avoid stress; monitor breathing and gum colour; transport in a carrier.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril); Anticholinergic/Cholinergic therapy (e.g., Atropine). Final selection based on clinical assessment."
dog,"acute diarrhea and vomiting in puppy after stress of new home, negative on fecal test, mild dehydration",Stress Gastroenteritis,GI,"Bland diet, Metronidazole 25mg/kg BID, Probiotic (FortiFlora), SC fluids if 5% dehydrated, Gradual food transition",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Antimicrobial therapy (e.g., Metronidazole). Final selection based on clinical assessment."
